下午 05:21:27-> DCON Error_GET_MODULE_NAME,B[115200],F[N,8,1], C[Disable], Cmd [$80M], Rec []Raw []
下午 05:21:27-> Modbus Timeout_MODULE_NAME, Ret [15], , CmdType [100], Cmd [80 46 00 42 48], Rec []wT = 313
下午 05:33:02-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:02-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:02-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:02-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:02-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:02-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:02-> Modbus OK_CH8_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 08 00 01 B0 08], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:02-> Modbus OK_CH9_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 09 00 01 E1 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:03-> Modbus OK_CH10_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0A 00 01 11 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:03-> Modbus OK_CH11_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0B 00 01 40 08], Rec [01 04 02 00 C9 79 66 ]
下午 05:33:03-> Modbus OK_CH12_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0C 00 01 F1 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:03-> Modbus OK_CH13_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0D 00 01 A0 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:03-> Modbus OK_CH14_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0E 00 01 50 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:03-> Modbus OK_CH15_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0F 00 01 01 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:03-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 08 95 7E 9F ]
下午 05:33:03-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:03-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:03-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:03-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:03-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:03-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:03-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:03-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:03-> Modbus OK_CH8_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 08 00 01 B0 08], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:03-> Modbus OK_CH9_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 09 00 01 E1 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:03-> Modbus OK_CH10_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0A 00 01 11 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:03-> Modbus OK_CH11_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0B 00 01 40 08], Rec [01 04 02 00 C9 79 66 ]
下午 05:33:03-> Modbus OK_CH12_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0C 00 01 F1 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:03-> Modbus OK_CH13_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0D 00 01 A0 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:03-> Modbus OK_CH14_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0E 00 01 50 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:04-> Modbus OK_CH15_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0F 00 01 01 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:04-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 08 95 7E 9F ]
下午 05:33:04-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:04-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:04-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:04-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:04-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:04-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:04-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:04-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:04-> Modbus OK_CH8_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 08 00 01 B0 08], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:04-> Modbus OK_CH9_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 09 00 01 E1 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:04-> Modbus OK_CH10_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0A 00 01 11 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:04-> Modbus OK_CH11_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0B 00 01 40 08], Rec [01 04 02 00 C9 79 66 ]
下午 05:33:04-> Modbus OK_CH12_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0C 00 01 F1 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:04-> Modbus OK_CH13_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0D 00 01 A0 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:04-> Modbus OK_CH14_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0E 00 01 50 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:04-> Modbus OK_CH15_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0F 00 01 01 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:04-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 08 95 7E 9F ]
下午 05:33:04-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:04-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:04-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:04-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:04-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:05-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:05-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:05-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:05-> Modbus OK_CH8_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 08 00 01 B0 08], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:05-> Modbus OK_CH9_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 09 00 01 E1 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:05-> Modbus OK_CH10_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0A 00 01 11 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:05-> Modbus OK_CH11_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0B 00 01 40 08], Rec [01 04 02 00 C9 79 66 ]
下午 05:33:05-> Modbus OK_CH12_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0C 00 01 F1 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:05-> Modbus OK_CH13_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0D 00 01 A0 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:05-> Modbus OK_CH14_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0E 00 01 50 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:05-> Modbus OK_CH15_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0F 00 01 01 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:05-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 08 8F FF 54 ]
下午 05:33:05-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:05-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:05-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:05-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:05-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:05-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:05-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:05-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:05-> Modbus OK_CH8_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 08 00 01 B0 08], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:05-> Modbus OK_CH9_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 09 00 01 E1 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:05-> Modbus OK_CH10_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0A 00 01 11 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:06-> Modbus OK_CH11_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0B 00 01 40 08], Rec [01 04 02 00 C8 B8 A6 ]
下午 05:33:06-> Modbus OK_CH12_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0C 00 01 F1 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:06-> Modbus OK_CH13_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0D 00 01 A0 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:06-> Modbus OK_CH14_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0E 00 01 50 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:06-> Modbus OK_CH15_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0F 00 01 01 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:06-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 08 8F FF 54 ]
下午 05:33:06-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:06-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:06-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:06-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:06-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:06-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:06-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:06-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:06-> Modbus OK_CH8_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 08 00 01 B0 08], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:06-> Modbus OK_CH9_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 09 00 01 E1 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:06-> Modbus OK_CH10_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0A 00 01 11 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:06-> Modbus OK_CH11_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0B 00 01 40 08], Rec [01 04 02 00 C8 B8 A6 ]
下午 05:33:06-> Modbus OK_CH12_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0C 00 01 F1 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:06-> Modbus OK_CH13_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0D 00 01 A0 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:06-> Modbus OK_CH14_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0E 00 01 50 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:06-> Modbus OK_CH15_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0F 00 01 01 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:06-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 08 8F FF 54 ]
下午 05:33:07-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:07-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:07-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:07-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:07-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:07-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:07-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:07-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:07-> Modbus OK_CH8_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 08 00 01 B0 08], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:07-> Modbus OK_CH9_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 09 00 01 E1 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:07-> Modbus OK_CH10_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0A 00 01 11 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:07-> Modbus OK_CH11_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0B 00 01 40 08], Rec [01 04 02 00 C8 B8 A6 ]
下午 05:33:07-> Modbus OK_CH12_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0C 00 01 F1 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:07-> Modbus OK_CH13_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0D 00 01 A0 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:07-> Modbus OK_CH14_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0E 00 01 50 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:07-> Modbus OK_CH15_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0F 00 01 01 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:07-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 08 8F FF 54 ]
下午 05:33:07-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:07-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:07-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:07-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:07-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:07-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:07-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:08-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:08-> Modbus OK_CH8_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 08 00 01 B0 08], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:08-> Modbus OK_CH9_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 09 00 01 E1 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:08-> Modbus OK_CH10_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0A 00 01 11 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:08-> Modbus OK_CH11_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0B 00 01 40 08], Rec [01 04 02 00 C8 B8 A6 ]
下午 05:33:08-> Modbus OK_CH12_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0C 00 01 F1 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:08-> Modbus OK_CH13_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0D 00 01 A0 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:08-> Modbus OK_CH14_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0E 00 01 50 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:08-> Modbus OK_CH15_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0F 00 01 01 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:08-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 08 8F FF 54 ]
下午 05:33:08-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:08-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:08-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:08-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:08-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:08-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:08-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:08-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:08-> Modbus OK_CH8_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 08 00 01 B0 08], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:08-> Modbus OK_CH9_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 09 00 01 E1 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:08-> Modbus OK_CH10_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0A 00 01 11 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:08-> Modbus OK_CH11_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0B 00 01 40 08], Rec [01 04 02 00 C8 B8 A6 ]
下午 05:33:08-> Modbus OK_CH12_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0C 00 01 F1 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:08-> Modbus OK_CH13_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0D 00 01 A0 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:09-> Modbus OK_CH14_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0E 00 01 50 09], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:09-> Modbus OK_CH15_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0F 00 01 01 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:09-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 08 88 BE 96 ]
下午 05:33:09-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:09-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:09-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:09-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:09-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:09-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:09-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:09-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:09-> Modbus OK_CH8_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 08 00 01 B0 08], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:09-> Modbus OK_CH9_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 09 00 01 E1 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:09-> Modbus OK_CH10_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0A 00 01 11 C8], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:09-> Modbus OK_CH11_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0B 00 01 40 08], Rec [01 04 02 00 C7 F8 A2 ]
下午 05:33:09-> Modbus OK_CH12_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0C 00 01 F1 C9], Rec [01 04 02 7F FF D9 40 ]
下午 05:33:09-> Modbus OK_CH13_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 0D 00 01 A0 09], Rec [01 04 02 7F FF D9 40 ]
